unique_apps_per_day,avg_daily_screen_time_hrs,financial_apps_installed,online_txn_count_last_30d,avg_txn_amount,bank_sms_count,avg_distance_travelled_km,places_visited_weekly,calls_per_day,distinct_contacts_weekly,avg_call_duration_mins,social_media_pct,finance_app_time_pct,regular_sleep_pattern,battery_charging_regular,monthly_data_usage_gb,recent_app_installs,income_bracket,existing_debt_amount,education_level,cluster_id,loan_amount_requested,savings_worth,employment_type,loan_default
48.220031213199974,1.2790518676546931,2.509566423746986,49.67032448242348,3195.03009309063,32.971467559396345,33.306664607745155,3.9749318175401664,45.90774745870079,51.829608207353516,52.23104644174673,0.42121867149245984,0.5574354966715827,0.6978798567529003,0.5418878919868652,14.05121461156214,7.462506735653404,Low,23240.568017382815,Secondary,CL015,21811.47141843059,110605.24504309242,Daily Wage Worker,0
34.59900718754265,1.2435906345333911,1.5117685679905295,47.999114966456155,2849.833738049218,27.244844742681437,29.207239620453635,2.812506753918529,31.086741595000746,48.29889045455866,41.27055823434118,0.38640984662529765,0.5641025804425945,0.3779655436818864,0.19869084319714936,16.145868160488156,10.937982309863436,High,26055.29366932997,Secondary,CL013,21245.210948945103,162480.80621869912,Delivery Boy,1
23.10632064868728,2.6894126005894727,1.5859039382507492,48.30191905217113,1401.151656348587,37.07717971476188,30.40901804048907,5.796278042457165,44.15637725942466,29.32908541693432,68.98181627859499,0.525352586048033,0.42498809514681635,0.4697665930834094,0.3039093129822797,22.66639717351215,5.067663190274753,Medium,38030.2187653071,Primary,CL039,23204.956347746418,188224.51930603563,Unemployed,1
30.551405716299392,1.6573112314829195,1.833774767042434,41.48729066283894,2313.202179154613,67.46289300376587,21.29328232579077,10.17077567027483,44.09360424612389,24.126325041130396,74.7425729022471,0.4186510001315112,0.6813641300864168,0.7105779831669465,0.2713251038050098,25.086062375163813,9.358852245275129,Low,13133.900207996874,None,CL017,20043.188568055524,97028.51486333602,Daily Wage Worker,0
46.25632546078175,1.7841154090084754,2.0246021356902215,39.105086555842874,2011.3186793941582,40.12050982830474,21.70213819339272,2.958433398512714,53.83302580937301,54.12579420092214,68.15986810082724,0.37549016605580965,0.6676544590181649,0.45332770656777044,0.6458381908636857,15.92523251839043,9.2045659840563,High,16018.682557005348,Secondary,CL021,18932.38253554196,132731.8538145594,Shop Owner,0
42.00538374108247,2.2643550913990214,2.4309079463535728,26.656345598500927,3684.51409183473,50.68596755766579,36.08047128103975,1.949295730255728,33.98554238468564,52.45007950330715,92.58651908274406,0.4757105686900468,0.7982358889913868,0.3711907723861709,0.33967695007262044,24.131262292865042,12.083639460137812,High,20441.587020454575,Secondary,CL039,20572.85608348724,147818.017217383,Delivery Boy,0
56.4623467847254,1.1370112833675274,2.606572355898502,29.15988238940967,2810.0051625071246,31.59139345082012,35.456074136160915,3.358391235699212,62.26192581063985,37.65140832655991,81.25734259960812,0.330466117186039,0.6390521168142954,0.552604069223633,0.5157593433719319,18.422025971253284,9.32654602880911,Low,11039.789389317491,Graduate,CL027,17720.61251395971,74860.51059958222,Delivery Boy,0
59.525615565791796,2.2758559839469,2.4050921244483323,34.15022481618276,1258.327307345674,38.33239862646204,27.65856444684301,3.295927771619958,13.508782171291635,52.38837148439022,77.49783784283835,0.5105127999457107,0.6072325840892538,0.5152018247699497,0.36262343373930284,10.96874480654291,9.51160280059186,Medium,18048.129043615343,Graduate,CL020,19829.766609504455,116360.8317771992,Delivery Boy,0
52.26357371567747,1.6698600870597662,2.610070795544767,28.938576057014593,1675.3243612810816,66.25922131888426,40.664109659497605,2.7893282838654514,68.81035679110576,48.8891854536118,72.7032802871003,0.24841407038382748,0.6114932392539872,0.71402578266025,0.4552259989018963,15.303509260866527,12.040364658329793,Low,17426.508211850847,Graduate,CL012,17310.60538311168,114115.59870497778,Delivery Boy,0
58.08212106939522,2.243293608517343,2.8513820841832587,42.866815710939534,4157.390617487261,51.53652153710866,28.72544561187321,2.5494217524816736,30.32059477218196,65.23981191192885,69.61530772012838,0.4124533017292308,0.7432457594173505,0.538298321633253,0.2667138524170828,15.106824852200681,14.337669478196116,Low,14658.016600484332,Primary,CL026,18229.269461782882,105573.16047235453,Farmer,0
